State,State_code,Year,State_Minimum_Wage,State_Minimum_Wage_2020_Dollars,Federal_Minimum_Wage,Federal_Minimum_Wage_2020_Dollars,Effective_Minimum_Wage,Effective_Minimum_Wage_2020_Dollars
Arizona,AZ,1983,0,0,3.35,8.7,3.35,8.7
Arkansas,AR,1983,2.7,7.01,3.35,8.7,3.35,8.7
California,CA,1983,3.35,8.7,3.35,8.7,3.35,8.7
Colorado,CO,1983,1.9,4.93,3.35,8.7,3.35,8.7
Connecticut,CT,1983,3.37,8.75,3.35,8.7,3.37,8.75
Delaware,DE,1983,2,5.19,3.35,8.7,3.35,8.7
District of Columbia,DC,1983,2.5,6.49,3.35,8.7,3.35,8.7
Florida,FL,1983,0,0,3.35,8.7,3.35,8.7
Georgia,GA,1983,1.25,3.25,3.35,8.7,3.35,8.7
Guam,None,1983,3.35,8.7,3.35,8.7,3.35,8.7
Hawaii,HI,1983,3.1,8.05,3.35,8.7,3.35,8.7
Idaho,ID,1983,2.3,5.97,3.35,8.7,3.35,8.7
Illinois,IL,1983,2.3,5.97,3.35,8.7,3.35,8.7
Indiana,IN,1983,2,5.19,3.35,8.7,3.35,8.7
Iowa,IA,1983,0,0,3.35,8.7,3.35,8.7
Kansas,KS,1983,1.6,4.16,3.35,8.7,3.35,8.7
Kentucky,KY,1983,2.15,5.58,3.35,8.7,3.35,8.7
Louisiana,LA,1983,0,0,3.35,8.7,3.35,8.7
Maine,ME,1983,3.35,8.7,3.35,8.7,3.35,8.7
Maryland,MD,1983,3.35,8.7,3.35,8.7,3.35,8.7
Massachusetts,MA,1983,3.35,8.7,3.35,8.7,3.35,8.7
Michigan,MI,1983,3.35,8.7,3.35,8.7,3.35,8.7
Minnesota,MN,1983,3.1,8.05,3.35,8.7,3.35,8.7
Mississippi,MS,1983,0,0,3.35,8.7,3.35,8.7
Missouri,MO,1983,0,0,3.35,8.7,3.35,8.7
Montana,MT,1983,2,5.19,3.35,8.7,3.35,8.7
Nebraska,NE,1983,1.6,4.16,3.35,8.7,3.35,8.7
Nevada,NV,1983,2.75,7.14,3.35,8.7,3.35,8.7
New Hampshire,NH,1983,3.35,8.7,3.35,8.7,3.35,8.7
New Jersey,NJ,1983,3.35,8.7,3.35,8.7,3.35,8.7
New Mexico,NM,1983,2.9,7.53,3.35,8.7,3.35,8.7
New York,NY,1983,3.35,8.7,3.35,8.7,3.35,8.7
North Carolina,NC,1983,2.9,7.53,3.35,8.7,3.35,8.7
North Dakota,ND,1983,2.8,7.27,3.35,8.7,3.35,8.7
Ohio,OH,1983,2.3,5.97,3.35,8.7,3.35,8.7
Oklahoma,OK,1983,3.1,8.05,3.35,8.7,3.35,8.7
Oregon,OR,1983,3.1,8.05,3.35,8.7,3.35,8.7
Pennsylvania,PA,1983,3.35,8.7,3.35,8.7,3.35,8.7
Puerto Rico,None,1983,1.2,3.12,3.35,8.7,3.35,8.7
Rhode Island,RI,1983,2.9,7.53,3.35,8.7,3.35,8.7
South Carolina,SC,1983,0,0,3.35,8.7,3.35,8.7
South Dakota,SD,1983,2.3,5.97,3.35,8.7,3.35,8.7
Tennessee,TN,1983,0,0,3.35,8.7,3.35,8.7
Texas,TX,1983,1.4,3.64,3.35,8.7,3.35,8.7
U.S. Virgin Islands,None,1983,3.35,8.7,3.35,8.7,3.35,8.7
Utah,UT,1983,2.5,6.49,3.35,8.7,3.35,8.7
Vermont,VT,1983,3.35,8.7,3.35,8.7,3.35,8.7
Virginia,VA,1983,2.65,6.88,3.35,8.7,3.35,8.7
Washington,WA,1983,2.3,5.97,3.35,8.7,3.35,8.7
West Virginia,WV,1983,2.75,7.14,3.35,8.7,3.35,8.7
Wisconsin,WI,1983,3.25,8.44,3.35,8.7,3.35,8.7
Wyoming,WY,1983,1.6,4.16,3.35,8.7,3.35,8.7
Alabama,AL,1984,0,0,3.35,8.34,3.35,8.34
Alaska,AK,1984,3.85,9.58,3.35,8.34,3.85,9.58
Arizona,AZ,1984,0,0,3.35,8.34,3.35,8.34
Arkansas,AR,1984,2.7,6.72,3.35,8.34,3.35,8.34
California,CA,1984,3.35,8.34,3.35,8.34,3.35,8.34
Colorado,CO,1984,1.9,4.73,3.35,8.34,3.35,8.34
Connecticut,CT,1984,3.37,8.39,3.35,8.34,3.37,8.39
Delaware,DE,1984,2,4.98,3.35,8.34,3.35,8.34
District of Columbia,DC,1984,2.5,6.22,3.35,8.34,3.35,8.34
Florida,FL,1984,0,0,3.35,8.34,3.35,8.34
Georgia,GA,1984,1.25,3.11,3.35,8.34,3.35,8.34
Guam,None,1984,3.35,8.34,3.35,8.34,3.35,8.34
Hawaii,HI,1984,3.1,7.72,3.35,8.34,3.35,8.34
Idaho,ID,1984,2.3,5.73,3.35,8.34,3.35,8.34
Illinois,IL,1984,2.3,5.73,3.35,8.34,3.35,8.34
Indiana,IN,1984,2,4.98,3.35,8.34,3.35,8.34
Iowa,IA,1984,0,0,3.35,8.34,3.35,8.34
Kansas,KS,1984,1.6,3.98,3.35,8.34,3.35,8.34
Kentucky,KY,1984,2.15,5.35,3.35,8.34,3.35,8.34
Louisiana,LA,1984,0,0,3.35,8.34,3.35,8.34
Maine,ME,1984,3.35,8.34,3.35,8.34,3.35,8.34
Maryland,MD,1984,3.35,8.34,3.35,8.34,3.35,8.34
Massachusetts,MA,1984,3.35,8.34,3.35,8.34,3.35,8.34
Michigan,MI,1984,3.35,8.34,3.35,8.34,3.35,8.34
Minnesota,MN,1984,3.1,7.72,3.35,8.34,3.35,8.34
Mississippi,MS,1984,0,0,3.35,8.34,3.35,8.34
Missouri,MO,1984,0,0,3.35,8.34,3.35,8.34
Montana,MT,1984,2,4.98,3.35,8.34,3.35,8.34
Nebraska,NE,1984,1.6,3.98,3.35,8.34,3.35,8.34
Nevada,NV,1984,2.75,6.85,3.35,8.34,3.35,8.34
New Hampshire,NH,1984,3.35,8.34,3.35,8.34,3.35,8.34
New Jersey,NJ,1984,3.35,8.34,3.35,8.34,3.35,8.34
New Mexico,NM,1984,2.9,7.22,3.35,8.34,3.35,8.34
New York,NY,1984,3.35,8.34,3.35,8.34,3.35,8.34
North Carolina,NC,1984,2.9,7.22,3.35,8.34,3.35,8.34
North Dakota,ND,1984,2.8,6.97,3.35,8.34,3.35,8.34
Ohio,OH,1984,2.3,5.73,3.35,8.34,3.35,8.34
Oklahoma,OK,1984,3.1,7.72,3.35,8.34,3.35,8.34
Oregon,OR,1984,3.1,7.72,3.35,8.34,3.35,8.34
Pennsylvania,PA,1984,3.35,8.34,3.35,8.34,3.35,8.34
Puerto Rico,None,1984,1.2,2.99,3.35,8.34,3.35,8.34
Rhode Island,RI,1984,2.9,7.22,3.35,8.34,3.35,8.34
South Carolina,SC,1984,0,0,3.35,8.34,3.35,8.34
South Dakota,SD,1984,2.3,5.73,3.35,8.34,3.35,8.34
Tennessee,TN,1984,0,0,3.35,8.34,3.35,8.34
Texas,TX,1984,1.4,3.49,3.35,8.34,3.35,8.34
U.S. Virgin Islands,None,1984,3.35,8.34,3.35,8.34,3.35,8.34
Utah,UT,1984,2.5,6.22,3.35,8.34,3.35,8.34
Vermont,VT,1984,3.35,8.34,3.35,8.34,3.35,8.34
Virginia,VA,1984,2.65,6.6,3.35,8.34,3.35,8.34
Washington,WA,1984,2.3,5.73,3.35,8.34,3.35,8.34
West Virginia,WV,1984,2.75,6.85,3.35,8.34,3.35,8.34
Wisconsin,WI,1984,3.25,8.09,3.35,8.34,3.35,8.34
Wyoming,WY,1984,1.6,3.98,3.35,8.34,3.35,8.34
Alabama,AL,1985,0,0,3.35,8.05,3.35,8.05
Alaska,AK,1985,3.85,9.26,3.35,8.05,3.85,9.26
Arizona,AZ,1985,0,0,3.35,8.05,3.35,8.05
Arkansas,AR,1985,2.7,6.49,3.35,8.05,3.35,8.05
California,CA,1985,3.35,8.05,3.35,8.05,3.35,8.05
Colorado,CO,1985,1.9,4.57,3.35,8.05,3.35,8.05
Connecticut,CT,1985,3.37,8.1,3.35,8.05,3.37,8.1
Delaware,DE,1985,2,4.81,3.35,8.05,3.35,8.05
District of Columbia,DC,1985,2.5,6.01,3.35,8.05,3.35,8.05
Florida,FL,1985,0,0,3.35,8.05,3.35,8.05
Georgia,GA,1985,1.25,3,3.35,8.05,3.35,8.05
Guam,None,1985,3.35,8.05,3.35,8.05,3.35,8.05
Hawaii,HI,1985,3.1,7.45,3.35,8.05,3.35,8.05
Idaho,ID,1985,2.3,5.53,3.35,8.05,3.35,8.05
Illinois,IL,1985,2.3,5.53,3.35,8.05,3.35,8.05
Indiana,IN,1985,2,4.81,3.35,8.05,3.35,8.05
Iowa,IA,1985,0,0,3.35,8.05,3.35,8.05
Kansas,KS,1985,1.6,3.85,3.35,8.05,3.35,8.05
Kentucky,KY,1985,2.15,5.17,3.35,8.05,3.35,8.05
Louisiana,LA,1985,0,0,3.35,8.05,3.35,8.05
Maine,ME,1985,3.35,8.05,3.35,8.05,3.35,8.05
Maryland,MD,1985,3.35,8.05,3.35,8.05,3.35,8.05
Massachusetts,MA,1985,3.35,8.05,3.35,8.05,3.35,8.05
Michigan,MI,1985,3.35,8.05,3.35,8.05,3.35,8.05
Minnesota,MN,1985,3.1,7.45,3.35,8.05,3.35,8.05
Mississippi,MS,1985,0,0,3.35,8.05,3.35,8.05
Missouri,MO,1985,0,0,3.35,8.05,3.35,8.05
Montana,MT,1985,2,4.81,3.35,8.05,3.35,8.05
Nebraska,NE,1985,1.6,3.85,3.35,8.05,3.35,8.05
Nevada,NV,1985,2.75,6.61,3.35,8.05,3.35,8.05
New Hampshire,NH,1985,3.35,8.05,3.35,8.05,3.35,8.05
New Jersey,NJ,1985,3.35,8.05,3.35,8.05,3.35,8.05
New Mexico,NM,1985,2.9,6.97,3.35,8.05,3.35,8.05
New York,NY,1985,3.35,8.05,3.35,8.05,3.35,8.05
North Carolina,NC,1985,2.9,6.97,3.35,8.05,3.35,8.05
North Dakota,ND,1985,2.8,6.73,3.35,8.05,3.35,8.05
Ohio,OH,1985,2.3,5.53,3.35,8.05,3.35,8.05
Oklahoma,OK,1985,3.1,7.45,3.35,8.05,3.35,8.05
Oregon,OR,1985,3.1,7.45,3.35,8.05,3.35,8.05
Pennsylvania,PA,1985,3.35,8.05,3.35,8.05,3.35,8.05
Puerto Rico,None,1985,1.2,2.88,3.35,8.05,3.35,8.05
Rhode Island,RI,1985,2.9,6.97,3.35,8.05,3.35,8.05
South Carolina,SC,1985,0,0,3.35,8.05,3.35,8.05
South Dakota,SD,1985,2.3,5.53,3.35,8.05,3.35,8.05
Tennessee,TN,1985,0,0,3.35,8.05,3.35,8.05
Texas,TX,1985,1.4,3.37,3.35,8.05,3.35,8.05
U.S. Virgin Islands,None,1985,3.35,8.05,3.35,8.05,3.35,8.05
Utah,UT,1985,2.5,6.01,3.35,8.05,3.35,8.05
Vermont,VT,1985,3.35,8.05,3.35,8.05,3.35,8.05
Virginia,VA,1985,2.65,6.37,3.35,8.05,3.35,8.05
Washington,WA,1985,2.3,5.53,3.35,8.05,3.35,8.05
West Virginia,WV,1985,2.75,6.61,3.35,8.05,3.35,8.05
Wisconsin,WI,1985,3.25,7.81,3.35,8.05,3.35,8.05
Wyoming,WY,1985,1.6,3.85,3.35,8.05,3.35,8.05
Alabama,AL,1986,0,0,3.35,7.91,3.35,7.91
Alaska,AK,1986,3.85,9.09,3.35,7.91,3.85,9.09
Arizona,AZ,1986,0,0,3.35,7.91,3.35,7.91
Arkansas,AR,1986,2.7,6.37,3.35,7.91,3.35,7.91
California,CA,1986,3.35,7.91,3.35,7.91,3.35,7.91
Colorado,CO,1986,1.9,4.48,3.35,7.91,3.35,7.91
Connecticut,CT,1986,3.37,7.95,3.35,7.91,3.37,7.95
Delaware,DE,1986,2,4.72,3.35,7.91,3.35,7.91
District of Columbia,DC,1986,2.5,5.9,3.35,7.91,3.35,7.91
Florida,FL,1986,0,0,3.35,7.91,3.35,7.91
Georgia,GA,1986,1.25,2.95,3.35,7.91,3.35,7.91
Guam,None,1986,3.35,7.91,3.35,7.91,3.35,7.91
Hawaii,HI,1986,3.1,7.32,3.35,7.91,3.35,7.91
Idaho,ID,1986,2.3,5.43,3.35,7.91,3.35,7.91
Illinois,IL,1986,2.3,5.43,3.35,7.91,3.35,7.91
Indiana,IN,1986,2,4.72,3.35,7.91,3.35,7.91
Iowa,IA,1986,0,0,3.35,7.91,3.35,7.91
Kansas,KS,1986,1.6,3.78,3.35,7.91,3.35,7.91
Kentucky,KY,1986,2.15,5.07,3.35,7.91,3.35,7.91
Louisiana,LA,1986,0,0,3.35,7.91,3.35,7.91
Maine,ME,1986,3.35,7.91,3.35,7.91,3.35,7.91
Maryland,MD,1986,3.35,7.91,3.35,7.91,3.35,7.91
Massachusetts,MA,1986,3.35,7.91,3.35,7.91,3.35,7.91
Michigan,MI,1986,3.35,7.91,3.35,7.91,3.35,7.91
Minnesota,MN,1986,3.1,7.32,3.35,7.91,3.35,7.91
Mississippi,MS,1986,0,0,3.35,7.91,3.35,7.91
Missouri,MO,1986,0,0,3.35,7.91,3.35,7.91
Montana,MT,1986,2,4.72,3.35,7.91,3.35,7.91
Nebraska,NE,1986,1.6,3.78,3.35,7.91,3.35,7.91
Nevada,NV,1986,2.75,6.49,3.35,7.91,3.35,7.91
New Hampshire,NH,1986,3.35,7.91,3.35,7.91,3.35,7.91
New Jersey,NJ,1986,3.35,7.91,3.35,7.91,3.35,7.91
New Mexico,NM,1986,2.9,6.84,3.35,7.91,3.35,7.91
New York,NY,1986,3.35,7.91,3.35,7.91,3.35,7.91
North Carolina,NC,1986,2.9,6.84,3.35,7.91,3.35,7.91
North Dakota,ND,1986,2.8,6.61,3.35,7.91,3.35,7.91
Ohio,OH,1986,2.3,5.43,3.35,7.91,3.35,7.91
Oklahoma,OK,1986,3.1,7.32,3.35,7.91,3.35,7.91
Oregon,OR,1986,3.1,7.32,3.35,7.91,3.35,7.91
Pennsylvania,PA,1986,3.35,7.91,3.35,7.91,3.35,7.91
Puerto Rico,None,1986,1.2,2.83,3.35,7.91,3.35,7.91
Rhode Island,RI,1986,2.9,6.84,3.35,7.91,3.35,7.91
South Carolina,SC,1986,0,0,3.35,7.91,3.35,7.91
South Dakota,SD,1986,2.3,5.43,3.35,7.91,3.35,7.91
Tennessee,TN,1986,0,0,3.35,7.91,3.35,7.91
Texas,TX,1986,1.4,3.3,3.35,7.91,3.35,7.91
U.S. Virgin Islands,None,1986,3.35,7.91,3.35,7.91,3.35,7.91
Utah,UT,1986,2.5,5.9,3.35,7.91,3.35,7.91
Vermont,VT,1986,3.35,7.91,3.35,7.91,3.35,7.91
Virginia,VA,1986,2.65,6.25,3.35,7.91,3.35,7.91
Washington,WA,1986,2.3,5.43,3.35,7.91,3.35,7.91
West Virginia,WV,1986,2.75,6.49,3.35,7.91,3.35,7.91
Wisconsin,WI,1986,3.25,7.67,3.35,7.91,3.35,7.91
Wyoming,WY,1986,1.6,3.78,3.35,7.91,3.35,7.91
Alabama,AL,1987,0,0,3.35,7.63,3.35,7.63
Alaska,AK,1987,3.85,8.77,3.35,7.63,3.85,8.77
Arizona,AZ,1987,0,0,3.35,7.63,3.35,7.63
Arkansas,AR,1987,2.7,6.15,3.35,7.63,3.35,7.63
California,CA,1987,3.35,7.63,3.35,7.63,3.35,7.63
Colorado,CO,1987,1.9,4.33,3.35,7.63,3.35,7.63
Connecticut,CT,1987,3.37,7.67,3.35,7.63,3.37,7.67
Delaware,DE,1987,2,4.55,3.35,7.63,3.35,7.63
District of Columbia,DC,1987,2.5,5.69,3.35,7.63,3.35,7.63
Florida,FL,1987,0,0,3.35,7.63,3.35,7.63
Georgia,GA,1987,1.25,2.85,3.35,7.63,3.35,7.63
Guam,None,1987,3.35,7.63,3.35,7.63,3.35,7.63
Hawaii,HI,1987,3.1,7.06,3.35,7.63,3.35,7.63
Idaho,ID,1987,2.3,5.24,3.35,7.63,3.35,7.63
Illinois,IL,1987,2.3,5.24,3.35,7.63,3.35,7.63
Indiana,IN,1987,2,4.55,3.35,7.63,3.35,7.63
Iowa,IA,1987,0,0,3.35,7.63,3.35,7.63
Kansas,KS,1987,1.6,3.64,3.35,7.63,3.35,7.63
Kentucky,KY,1987,2.15,4.9,3.35,7.63,3.35,7.63
Louisiana,LA,1987,0,0,3.35,7.63,3.35,7.63
Maine,ME,1987,3.35,7.63,3.35,7.63,3.35,7.63
Maryland,MD,1987,3.35,7.63,3.35,7.63,3.35,7.63
Massachusetts,MA,1987,3.35,7.63,3.35,7.63,3.35,7.63
Michigan,MI,1987,3.35,7.63,3.35,7.63,3.35,7.63
Minnesota,MN,1987,3.1,7.06,3.35,7.63,3.35,7.63
Mississippi,MS,1987,0,0,3.35,7.63,3.35,7.63
Missouri,MO,1987,0,0,3.35,7.63,3.35,7.63
Montana,MT,1987,2,4.55,3.35,7.63,3.35,7.63
Nebraska,NE,1987,1.6,3.64,3.35,7.63,3.35,7.63
Nevada,NV,1987,2.75,6.26,3.35,7.63,3.35,7.63
New Hampshire,NH,1987,3.35,7.63,3.35,7.63,3.35,7.63
New Jersey,NJ,1987,3.35,7.63,3.35,7.63,3.35,7.63
New Mexico,NM,1987,2.9,6.6,3.35,7.63,3.35,7.63
New York,NY,1987,3.35,7.63,3.35,7.63,3.35,7.63
North Carolina,NC,1987,2.9,6.6,3.35,7.63,3.35,7.63
North Dakota,ND,1987,2.8,6.38,3.35,7.63,3.35,7.63
Ohio,OH,1987,2.3,5.24,3.35,7.63,3.35,7.63
Oklahoma,OK,1987,3.1,7.06,3.35,7.63,3.35,7.63
Oregon,OR,1987,3.1,7.06,3.35,7.63,3.35,7.63
Pennsylvania,PA,1987,3.35,7.63,3.35,7.63,3.35,7.63
Puerto Rico,None,1987,1.2,2.73,3.35,7.63,3.35,7.63
Rhode Island,RI,1987,2.9,6.6,3.35,7.63,3.35,7.63
South Carolina,SC,1987,0,0,3.35,7.63,3.35,7.63
South Dakota,SD,1987,2.3,5.24,3.35,7.63,3.35,7.63
Tennessee,TN,1987,0,0,3.35,7.63,3.35,7.63
Texas,TX,1987,1.4,3.19,3.35,7.63,3.35,7.63
U.S. Virgin Islands,None,1987,3.35,7.63,3.35,7.63,3.35,7.63
Utah,UT,1987,2.5,5.69,3.35,7.63,3.35,7.63
Vermont,VT,1987,3.35,7.63,3.35,7.63,3.35,7.63
Virginia,VA,1987,2.65,6.03,3.35,7.63,3.35,7.63
Washington,WA,1987,2.3,5.24,3.35,7.63,3.35,7.63
West Virginia,WV,1987,2.75,6.26,3.35,7.63,3.35,7.63
Wisconsin,WI,1987,3.25,7.4,3.35,7.63,3.35,7.63
Wyoming,WY,1987,1.6,3.64,3.35,7.63,3.35,7.63
Alabama,AL,1988,0,0,3.35,7.32,3.35,7.32
Alaska,AK,1988,3.85,8.42,3.35,7.32,3.85,8.42
Arizona,AZ,1988,0,0,3.35,7.32,3.35,7.32
Arkansas,AR,1988,3.25,7.11,3.35,7.32,3.35,7.32
California,CA,1988,3.35,7.32,3.35,7.32,3.35,7.32
Colorado,CO,1988,3,6.56,3.35,7.32,3.35,7.32
Connecticut,CT,1988,3.75,8.2,3.35,7.32,3.75,8.2
Delaware,DE,1988,3.35,7.32,3.35,7.32,3.35,7.32
District of Columbia,DC,1988,3.5,7.65,3.35,7.32,3.5,7.65
Florida,FL,1988,0,0,3.35,7.32,3.35,7.32
Georgia,GA,1988,3.25,7.11,3.35,7.32,3.35,7.32
Guam,None,1988,3.35,7.32,3.35,7.32,3.35,7.32
Hawaii,HI,1988,3.85,8.42,3.35,7.32,3.85,8.42
Idaho,ID,1988,2.3,5.03,3.35,7.32,3.35,7.32
Illinois,IL,1988,3.35,7.32,3.35,7.32,3.35,7.32
Indiana,IN,1988,2,4.37,3.35,7.32,3.35,7.32
Iowa,IA,1988,0,0,3.35,7.32,3.35,7.32
Kansas,KS,1988,1.6,3.5,3.35,7.32,3.35,7.32
Kentucky,KY,1988,3.35,7.32,3.35,7.32,3.35,7.32
Louisiana,LA,1988,0,0,3.35,7.32,3.35,7.32
Maine,ME,1988,3.65,7.98,3.35,7.32,3.65,7.98
Maryland,MD,1988,3.35,7.32,3.35,7.32,3.35,7.32
Massachusetts,MA,1988,3.65,7.98,3.35,7.32,3.65,7.98
Michigan,MI,1988,3.35,7.32,3.35,7.32,3.35,7.32
Minnesota,MN,1988,3.55,7.76,3.35,7.32,3.55,7.76
Mississippi,MS,1988,0,0,3.35,7.32,3.35,7.32
Missouri,MO,1988,0,0,3.35,7.32,3.35,7.32
Montana,MT,1988,3.35,7.32,3.35,7.32,3.35,7.32
Nebraska,NE,1988,3.35,7.32,3.35,7.32,3.35,7.32
Nevada,NV,1988,3.35,7.32,3.35,7.32,3.35,7.32
New Hampshire,NH,1988,3.55,7.76,3.35,7.32,3.55,7.76
New Jersey,NJ,1988,3.35,7.32,3.35,7.32,3.35,7.32
New Mexico,NM,1988,3.35,7.32,3.35,7.32,3.35,7.32
New York,NY,1988,3.35,7.32,3.35,7.32,3.35,7.32
North Carolina,NC,1988,3.35,7.32,3.35,7.32,3.35,7.32
North Dakota,ND,1988,2.8,6.12,3.35,7.32,3.35,7.32
Ohio,OH,1988,2.3,5.03,3.35,7.32,3.35,7.32
Oklahoma,OK,1988,3.35,7.32,3.35,7.32,3.35,7.32
Oregon,OR,1988,3.35,7.32,3.35,7.32,3.35,7.32
Pennsylvania,PA,1988,3.35,7.32,3.35,7.32,3.35,7.32
Puerto Rico,None,1988,1.2,2.62,3.35,7.32,3.35,7.32
Rhode Island,RI,1988,3.65,7.98,3.35,7.32,3.65,7.98
South Carolina,SC,1988,0,0,3.35,7.32,3.35,7.32
South Dakota,SD,1988,2.8,6.12,3.35,7.32,3.35,7.32
Tennessee,TN,1988,0,0,3.35,7.32,3.35,7.32
Texas,TX,1988,3.35,7.32,3.35,7.32,3.35,7.32
U.S. Virgin Islands,None,1988,3.35,7.32,3.35,7.32,3.35,7.32
Utah,UT,1988,2.5,5.47,3.35,7.32,3.35,7.32
Vermont,VT,1988,3.55,7.76,3.35,7.32,3.55,7.76
Virginia,VA,1988,2.65,5.79,3.35,7.32,3.35,7.32
Washington,WA,1988,2.3,5.03,3.35,7.32,3.35,7.32
West Virginia,WV,1988,3.35,7.32,3.35,7.32,3.35,7.32
Wisconsin,WI,1988,3.35,7.32,3.35,7.32,3.35,7.32
Wyoming,WY,1988,1.6,3.5,3.35,7.32,3.35,7.32
Alabama,AL,1989,0,0,3.35,6.99,3.35,6.99
Alaska,AK,1989,3.85,8.03,3.35,6.99,3.85,8.03
Arizona,AZ,1989,0,0,3.35,6.99,3.35,6.99
Arkansas,AR,1989,3.25,6.78,3.35,6.99,3.35,6.99
California,CA,1989,3.35,6.99,3.35,6.99,3.35,6.99
Colorado,CO,1989,3,6.26,3.35,6.99,3.35,6.99
Connecticut,CT,1989,3.75,7.82,3.35,6.99,3.75,7.82
Delaware,DE,1989,3.35,6.99,3.35,6.99,3.35,6.99
District of Columbia,DC,1989,3.5,7.3,3.35,6.99,3.5,7.3
Florida,FL,1989,0,0,3.35,6.99,3.35,6.99
Georgia,GA,1989,3.25,6.78,3.35,6.99,3.35,6.99
Guam,None,1989,3.35,6.99,3.35,6.99,3.35,6.99
Hawaii,HI,1989,3.85,8.03,3.35,6.99,3.85,8.03
Idaho,ID,1989,2.3,4.8,3.35,6.99,3.35,6.99
Illinois,IL,1989,3.35,6.99,3.35,6.99,3.35,6.99
Indiana,IN,1989,2,4.17,3.35,6.99,3.35,6.99
Iowa,IA,1989,0,0,3.35,6.99,3.35,6.99
Kansas,KS,1989,1.6,3.34,3.35,6.99,3.35,6.99
Kentucky,KY,1989,3.35,6.99,3.35,6.99,3.35,6.99
Louisiana,LA,1989,0,0,3.35,6.99,3.35,6.99
Maine,ME,1989,3.65,7.61,3.35,6.99,3.65,7.61
Maryland,MD,1989,3.35,6.99,3.35,6.99,3.35,6.99
Massachusetts,MA,1989,3.65,7.61,3.35,6.99,3.65,7.61
Michigan,MI,1989,3.35,6.99,3.35,6.99,3.35,6.99
Minnesota,MN,1989,3.55,7.41,3.35,6.99,3.55,7.41
Mississippi,MS,1989,0,0,3.35,6.99,3.35,6.99
Missouri,MO,1989,0,0,3.35,6.99,3.35,6.99
Montana,MT,1989,3.35,6.99,3.35,6.99,3.35,6.99
Nebraska,NE,1989,3.35,6.99,3.35,6.99,3.35,6.99
Nevada,NV,1989,3.35,6.99,3.35,6.99,3.35,6.99
New Hampshire,NH,1989,3.55,7.41,3.35,6.99,3.55,7.41
New Jersey,NJ,1989,3.35,6.99,3.35,6.99,3.35,6.99
New Mexico,NM,1989,3.35,6.99,3.35,6.99,3.35,6.99
New York,NY,1989,3.35,6.99,3.35,6.99,3.35,6.99
North Carolina,NC,1989,3.35,6.99,3.35,6.99,3.35,6.99
North Dakota,ND,1989,2.8,5.84,3.35,6.99,3.35,6.99
Ohio,OH,1989,2.3,4.8,3.35,6.99,3.35,6.99
Oklahoma,OK,1989,3.35,6.99,3.35,6.99,3.35,6.99
Oregon,OR,1989,3.35,6.99,3.35,6.99,3.35,6.99
Pennsylvania,PA,1989,3.35,6.99,3.35,6.99,3.35,6.99
Puerto Rico,None,1989,1.2,2.5,3.35,6.99,3.35,6.99
Rhode Island,RI,1989,3.65,7.61,3.35,6.99,3.65,7.61
South Carolina,SC,1989,0,0,3.35,6.99,3.35,6.99
South Dakota,SD,1989,2.8,5.84,3.35,6.99,3.35,6.99
Tennessee,TN,1989,0,0,3.35,6.99,3.35,6.99
Texas,TX,1989,3.35,6.99,3.35,6.99,3.35,6.99
U.S. Virgin Islands,None,1989,3.35,6.99,3.35,6.99,3.35,6.99
Utah,UT,1989,2.5,5.21,3.35,6.99,3.35,6.99
Vermont,VT,1989,3.55,7.41,3.35,6.99,3.55,7.41
Virginia,VA,1989,2.65,5.53,3.35,6.99,3.35,6.99
Washington,WA,1989,2.3,4.8,3.35,6.99,3.35,6.99
West Virginia,WV,1989,3.35,6.99,3.35,6.99,3.35,6.99
Wisconsin,WI,1989,3.35,6.99,3.35,6.99,3.35,6.99
Wyoming,WY,1989,1.6,3.34,3.35,6.99,3.35,6.99
Alabama,AL,1990,0,0,3.35,6.63,3.35,6.63
Alaska,AK,1990,3.85,7.62,3.35,6.63,3.85,7.62
Arizona,AZ,1990,0,0,3.35,6.63,3.35,6.63
Arkansas,AR,1990,3.25,6.43,3.35,6.63,3.35,6.63
California,CA,1990,3.35,6.63,3.35,6.63,3.35,6.63
Colorado,CO,1990,3,5.94,3.35,6.63,3.35,6.63
Connecticut,CT,1990,3.75,7.42,3.35,6.63,3.75,7.42
Delaware,DE,1990,3.35,6.63,3.35,6.63,3.35,6.63
District of Columbia,DC,1990,3.5,6.93,3.35,6.63,3.5,6.93
Florida,FL,1990,0,0,3.35,6.63,3.35,6.63
Georgia,GA,1990,3.25,6.43,3.35,6.63,3.35,6.63
Guam,None,1990,3.35,6.63,3.35,6.63,3.35,6.63
Hawaii,HI,1990,3.85,7.62,3.35,6.63,3.85,7.62
Idaho,ID,1990,2.3,4.55,3.35,6.63,3.35,6.63
Illinois,IL,1990,3.35,6.63,3.35,6.63,3.35,6.63
Indiana,IN,1990,2,3.96,3.35,6.63,3.35,6.63
Iowa,IA,1990,0,0,3.35,6.63,3.35,6.63
Kansas,KS,1990,1.6,3.17,3.35,6.63,3.35,6.63
Kentucky,KY,1990,3.35,6.63,3.35,6.63,3.35,6.63
Louisiana,LA,1990,0,0,3.35,6.63,3.35,6.63
Maine,ME,1990,3.65,7.22,3.35,6.63,3.65,7.22
Maryland,MD,1990,3.35,6.63,3.35,6.63,3.35,6.63
Massachusetts,MA,1990,3.65,7.22,3.35,6.63,3.65,7.22
